event_time,customer_id,country,channel,device,category,action,price,quantity,discount,payment_status,delivery_minutes,rating,returned,revenue
2026-04-01 03:27:00,C00185,France,mobile_app,ios,beauty,purchase,59.6,2,20,paid,32.0,,False,99.2
2026-04-01 03:28:00,C00139,Germany,partner_marketplace,ios,fashion,purchase,44.09,1,15,failed,75.0,,False,29.09
2026-04-01 03:30:00,C00203,Germany,physical_store,pos_terminal,electronics,purchase,78.15,1,0,paid,54.0,,False,78.15
2026-04-01 03:34:00,C00356,Netherlands,mobile_app,android,electronics,view,100.11,0,0,not_applicable,,,False,0.0
2026-04-01 03:34:00,C00387,Germany,mobile_app,ios,beauty,purchase,14.1,2,0,paid,84.0,,False,28.2
2026-04-01 03:36:00,C00173,United Kingdom,physical_store,pos_terminal,electronics,view,114.8,0,0,not_applicable,,,False,0.0
2026-04-01 03:55:00,C00784,Netherlands,mobile_app,ios,home,purchase,86.94,2,20,paid,11.0,,False,153.88
2026-04-01 04:05:00,C00572,Ireland,mobile_app,ios,home,view,73.79,0,0,not_applicable,,,False,0.0
2026-04-01 04:05:00,C00114,Germany,mobile_app,android,grocery,view,8.37,0,0,not_applicable,,,False,0.0
2026-04-01 04:09:00,C00774,France,web,ios,electronics,review,105.75,0,0,not_applicable,,4.0,False,0.0
2026-04-01 04:12:00,C00020,Sweden,web,android,sports,view,50.97,0,0,not_applicable,,,False,0.0
2026-04-01 04:13:00,C00595,Germany,web,desktop,fashion,purchase,32.54,1,5,paid,76.0,,False,27.54
2026-04-01 04:14:00,C00203,United Kingdom,mobile_app,ios,books,view,7.74,0,0,not_applicable,,,False,0.0
2026-04-01 04:27:00,C00256,Ireland,physical_store,pos_terminal,grocery,review,5.57,0,0,not_applicable,,4.0,False,0.0
2026-04-01 04:41:00,C00042,Sweden,partner_marketplace,android,home,purchase,122.64,1,5,pending,54.0,,False,117.64
2026-04-01 04:42:00,C00704,France,mobile_app,desktop,electronics,view,179.35,0,0,not_applicable,,,False,0.0
2026-04-01 04:49:00,C00491,France,physical_store,pos_terminal,fashion,purchase,29.28,2,10,paid,69.0,,False,48.56
2026-04-01 05:05:00,C00336,Germany,physical_store,pos_terminal,electronics,return,133.19,1,0,not_applicable,,,True,133.19
2026-04-01 05:13:00,C00601,United Kingdom,mobile_app,android,grocery,view,21.24,0,0,not_applicable,,,False,0.0
2026-04-01 05:27:00,C00521,Germany,web,ios,beauty,return,33.81,1,0,not_applicable,,,True,33.81
2026-04-01 05:32:00,C00436,Germany,web,android,beauty,review,36.7,0,0,not_applicable,,5.0,False,0.0
2026-04-01 05:53:00,C00627,Germany,mobile_app,android,fashion,add_to_cart,26.44,0,0,not_applicable,,,False,0.0
2026-04-01 05:55:00,C00333,Netherlands,physical_store,pos_terminal,fashion,purchase,52.54,2,0,paid,85.0,,False,105.08
2026-04-01 06:13:00,C00919,United Kingdom,partner_marketplace,ios,fashion,purchase,61.93,1,0,paid,75.0,,False,61.93
2026-04-01 06:23:00,C00073,Germany,mobile_app,android,home,add_to_cart,96.95,0,0,not_applicable,,,False,0.0
2026-04-01 06:24:00,C00304,Netherlands,physical_store,pos_terminal,electronics,view,121.13,0,0,not_applicable,,,False,0.0
2026-04-01 06:26:00,C00287,Netherlands,mobile_app,android,beauty,view,32.65,0,0,not_applicable,,,False,0.0
2026-04-01 06:50:00,C00394,Germany,mobile_app,ios,fashion,view,57.41,0,0,not_applicable,,,False,0.0
2026-04-01 06:52:00,C00378,United Kingdom,physical_store,pos_terminal,fashion,add_to_cart,19.98,0,0,not_applicable,,,False,0.0
2026-04-01 06:56:00,C00020,Netherlands,web,ios,fashion,purchase,36.02,1,0,paid,72.0,,False,36.02
2026-04-01 06:57:00,C00650,United Kingdom,mobile_app,desktop,grocery,purchase,11.88,2,10,paid,45.0,,False,13.76
2026-04-01 07:03:00,C00769,United Kingdom,mobile_app,android,grocery,purchase,6.32,1,20,paid,39.0,,False,0.0
2026-04-01 07:12:00,C00854,United Kingdom,physical_store,pos_terminal,home,purchase,87.98,1,0,paid,68.0,,False,87.98
2026-04-01 07:13:00,C00460,Sweden,web,desktop,beauty,review,20.82,0,0,not_applicable,,3.0,False,0.0
2026-04-01 07:15:00,C00235,Germany,mobile_app,ios,beauty,review,16.23,0,0,not_applicable,,5.0,False,0.0
2026-04-01 07:29:00,C00062,Ireland,partner_marketplace,ios,home,purchase,113.89,1,10,paid,34.0,,False,103.89
2026-04-01 07:31:00,C00299,France,mobile_app,android,electronics,view,138.62,0,0,not_applicable,,,False,0.0
2026-04-01 07:38:00,C00831,Sweden,web,ios,sports,view,43.44,0,0,not_applicable,,,False,0.0
2026-04-01 07:42:00,C00244,United Kingdom,web,android,fashion,view,31.85,0,0,not_applicable,,,False,0.0
2026-04-01 07:48:00,C00304,Netherlands,web,ios,books,purchase,12.48,1,5,paid,20.0,,False,7.48
2026-04-01 07:55:00,C00844,Netherlands,mobile_app,tablet,electronics,purchase,127.77,2,0,paid,31.0,,False,255.54
2026-04-01 08:01:00,C00224,Germany,partner_marketplace,desktop,grocery,purchase,20.76,3,5,paid,37.0,,False,57.28
2026-04-01 08:02:00,C00216,France,web,ios,electronics,purchase,121.65,1,0,paid,79.0,,False,121.65
2026-04-01 08:07:00,C00548,Germany,mobile_app,ios,sports,add_to_cart,56.34,0,0,not_applicable,,,False,0.0
2026-04-01 08:16:00,C00260,Germany,mobile_app,ios,fashion,purchase,47.59,1,0,paid,65.0,,False,47.59
2026-04-01 08:21:00,C00369,Sweden,web,,electronics,view,150.5,0,0,not_applicable,,,False,0.0
2026-04-01 08:27:00,C00044,Germany,web,android,home,view,69.88,0,0,not_applicable,,,False,0.0
2026-04-01 08:47:00,C00645,Netherlands,partner_marketplace,ios,electronics,view,136.1,0,0,not_applicable,,,False,0.0
2026-04-01 09:11:00,C00862,Netherlands,partner_marketplace,android,beauty,add_to_cart,51.31,0,0,not_applicable,,,False,0.0
2026-04-01 09:20:00,C00329,Germany,web,ios,fashion,purchase,66.33,1,5,paid,60.0,,False,61.33
2026-04-01 09:36:00,C00406,Netherlands,mobile_app,ios,books,purchase,4.27,1,0,pending,63.0,,False,4.27
2026-04-01 09:36:00,C00248,Germany,web,tablet,sports,view,47.44,0,0,not_applicable,,,False,0.0
2026-04-01 09:38:00,C00283,Germany,mobile_app,desktop,grocery,purchase,10.39,2,20,paid,50.0,,False,0.78
2026-04-01 09:40:00,C00462,France,mobile_app,android,electronics,purchase,103.34,4,0,paid,60.0,,False,413.36
2026-04-01 09:41:00,C00315,Germany,mobile_app,android,home,review,62.04,0,0,not_applicable,,3.0,False,0.0
2026-04-01 09:46:00,C00367,United Kingdom,physical_store,pos_terminal,home,review,199.87,0,0,not_applicable,,3.0,False,0.0
2026-04-01 09:47:00,C00791,France,web,android,fashion,purchase,34.76,2,10,pending,50.0,,False,59.52
2026-04-01 09:56:00,C00725,Germany,physical_store,pos_terminal,electronics,purchase,209.77,1,0,paid,20.0,,False,209.77
2026-04-01 09:58:00,C00897,Germany,web,ios,sports,view,114.63,0,0,not_applicable,,,False,0.0
2026-04-01 10:05:00,C00360,France,mobile_app,ios,electronics,purchase,129.58,2,15,paid,66.0,,False,244.16
2026-04-01 10:11:00,C00764,Ireland,mobile_app,tablet,beauty,purchase,13.8,1,0,paid,93.0,,False,13.8
2026-04-01 10:12:00,C00198,United Kingdom,mobile_app,ios,home,view,55.53,0,0,not_applicable,,,False,0.0
2026-04-01 10:18:00,C00311,Ireland,mobile_app,android,grocery,return,9.62,1,0,not_applicable,,,True,9.62
2026-04-01 10:21:00,C00214,Germany,mobile_app,android,fashion,view,65.61,0,0,not_applicable,,,False,0.0
2026-04-01 10:26:00,C00751,Germany,web,android,beauty,return,31.69,1,0,not_applicable,,,True,31.69
2026-04-01 10:33:00,C00194,United Kingdom,web,ios,books,add_to_cart,20.53,0,0,not_applicable,,,False,0.0
2026-04-01 10:50:00,C00507,Germany,mobile_app,android,fashion,review,72.09,0,0,not_applicable,,4.0,False,0.0
2026-04-01 10:53:00,C00632,United Kingdom,web,desktop,books,view,30.77,0,0,not_applicable,,,False,0.0
2026-04-01 11:17:00,C00797,Sweden,mobile_app,ios,beauty,add_to_cart,21.25,0,0,not_applicable,,,False,0.0
2026-04-01 11:18:00,C00798,Sweden,web,desktop,grocery,view,12.11,0,0,not_applicable,,,False,0.0
2026-04-01 11:20:00,C00737,Netherlands,mobile_app,tablet,sports,view,47.74,0,0,not_applicable,,,False,0.0
2026-04-01 11:32:00,C00266,United Kingdom,physical_store,pos_terminal,home,purchase,81.13,1,0,failed,34.0,,False,81.13
2026-04-01 12:03:00,C00353,Germany,physical_store,pos_terminal,home,purchase,53.07,1,0,paid,77.0,,False,53.07
2026-04-01 12:05:00,C00568,,physical_store,pos_terminal,beauty,view,20.72,0,0,not_applicable,,,False,0.0
2026-04-01 12:37:00,C00928,France,physical_store,pos_terminal,grocery,purchase,11.6,2,20,paid,94.0,,False,3.2
2026-04-01 12:58:00,C00128,Ireland,web,android,beauty,purchase,18.53,2,30,paid,78.0,,False,7.06
2026-04-01 13:21:00,C00617,France,web,ios,home,purchase,102.46,1,5,paid,66.0,,False,97.46
2026-04-01 13:22:00,C00397,Germany,web,android,home,review,74.57,0,0,not_applicable,,3.0,False,0.0
2026-04-01 13:26:00,C00348,Sweden,web,ios,fashion,purchase,79.09,4,5,failed,81.0,,False,311.36
2026-04-01 13:42:00,C00299,Germany,mobile_app,tablet,sports,add_to_cart,80.84,0,0,not_applicable,,,False,0.0
2026-04-01 13:45:00,C00088,Germany,mobile_app,android,electronics,add_to_cart,131.71,0,0,not_applicable,,,False,0.0
2026-04-01 13:49:00,C00604,France,mobile_app,ios,grocery,view,23.56,0,0,not_applicable,,,False,0.0
2026-04-01 13:51:00,C00440,Ireland,partner_marketplace,desktop,beauty,view,36.18,0,0,not_applicable,,,False,0.0
2026-04-01 13:57:00,C00462,Germany,mobile_app,ios,electronics,review,118.08,0,0,not_applicable,,5.0,False,0.0
2026-04-01 13:57:00,C00513,Netherlands,mobile_app,android,sports,add_to_cart,71.63,0,0,not_applicable,,,False,0.0
2026-04-01 14:13:00,C00393,United Kingdom,mobile_app,desktop,home,purchase,86.84,3,5,paid,51.0,,False,255.52
2026-04-01 14:25:00,C00492,United Kingdom,physical_store,pos_terminal,fashion,review,68.47,0,0,not_applicable,,3.0,False,0.0
2026-04-01 14:29:00,C00888,Sweden,mobile_app,ios,home,add_to_cart,64.11,0,0,not_applicable,,,False,0.0
2026-04-01 14:30:00,C00244,Ireland,partner_marketplace,ios,grocery,review,13.25,0,0,not_applicable,,3.0,False,0.0
2026-04-01 14:39:00,C00704,France,mobile_app,ios,grocery,add_to_cart,13.44,0,0,not_applicable,,,False,0.0
2026-04-01 14:58:00,C00274,Germany,mobile_app,android,beauty,purchase,28.57,2,0,paid,94.0,,False,57.14
2026-04-01 15:00:00,C00913,Sweden,mobile_app,desktop,home,review,49.95,0,0,not_applicable,,4.0,False,0.0
2026-04-01 15:14:00,C00483,Germany,web,android,grocery,add_to_cart,9.39,0,0,not_applicable,,,False,0.0
2026-04-01 15:15:00,C00937,Germany,mobile_app,android,fashion,view,30.05,0,0,not_applicable,,,False,0.0
2026-04-01 15:15:00,C00787,France,partner_marketplace,desktop,electronics,add_to_cart,281.08,0,0,not_applicable,,,False,0.0
2026-04-01 15:15:00,C00267,United Kingdom,web,tablet,beauty,view,24.5,0,0,not_applicable,,,False,0.0
2026-04-01 15:22:00,C00362,United Kingdom,web,android,beauty,view,24.99,0,0,not_applicable,,,False,0.0
2026-04-01 15:26:00,C00036,Germany,web,ios,home,review,54.27,0,0,not_applicable,,3.0,False,0.0
2026-04-01 15:29:00,C00210,France,partner_marketplace,desktop,sports,purchase,52.25,1,5,paid,30.0,,False,47.25
2026-04-01 15:35:00,C00727,Ireland,web,tablet,beauty,purchase,13.33,1,5,paid,69.0,,False,8.33
2026-04-01 15:38:00,C00800,Germany,mobile_app,tablet,fashion,add_to_cart,40.33,0,0,not_applicable,,,False,0.0
2026-04-01 15:48:00,C00181,Sweden,mobile_app,ios,fashion,purchase,47.61,1,5,paid,45.0,,False,42.61
2026-04-01 15:52:00,C00813,Germany,web,android,fashion,review,35.62,0,0,not_applicable,,5.0,False,0.0
2026-04-01 15:56:00,C00012,Germany,partner_marketplace,android,fashion,add_to_cart,32.74,0,0,not_applicable,,,False,0.0
2026-04-01 15:57:00,C00246,Germany,web,tablet,sports,purchase,66.65,1,0,paid,55.0,,False,66.65
2026-04-01 16:48:00,C00023,Germany,mobile_app,ios,electronics,review,59.07,0,0,not_applicable,,1.0,False,0.0
2026-04-01 16:52:00,C00312,United Kingdom,mobile_app,ios,home,purchase,119.71,2,15,paid,40.0,,False,224.42
2026-04-01 17:31:00,C00498,United Kingdom,mobile_app,desktop,beauty,add_to_cart,16.09,0,0,not_applicable,,,False,0.0
2026-04-01 17:33:00,C00899,France,mobile_app,android,electronics,view,130.62,0,0,not_applicable,,,False,0.0
2026-04-01 17:37:00,C00649,Germany,mobile_app,ios,fashion,purchase,38.33,3,5,paid,59.0,,False,109.99
2026-04-01 17:50:00,C00431,Germany,physical_store,pos_terminal,beauty,purchase,34.0,3,0,pending,76.0,,False,102.0
2026-04-01 18:06:00,C00456,France,web,ios,fashion,add_to_cart,86.63,0,0,not_applicable,,,False,0.0
2026-04-01 18:14:00,C00248,Netherlands,web,ios,electronics,view,67.32,0,0,not_applicable,,,False,0.0
2026-04-01 18:24:00,C00623,United Kingdom,web,android,home,return,84.54,1,0,not_applicable,,,True,84.54
2026-04-01 18:41:00,C00417,Germany,mobile_app,android,fashion,purchase,65.86,1,0,paid,38.0,,False,65.86
2026-04-01 18:53:00,C00614,Netherlands,web,desktop,fashion,view,37.37,0,0,not_applicable,,,False,0.0
2026-04-01 18:58:00,C00742,Germany,web,android,beauty,purchase,25.81,4,5,paid,56.0,,False,98.24
2026-04-01 19:12:00,C00678,Germany,web,ios,beauty,add_to_cart,24.41,0,0,not_applicable,,,False,0.0
2026-04-01 19:12:00,C00198,Ireland,physical_store,pos_terminal,beauty,view,40.16,0,0,not_applicable,,,False,0.0
2026-04-01 19:21:00,C00206,United Kingdom,web,android,grocery,view,9.56,0,0,not_applicable,,,False,0.0
2026-04-01 20:00:00,C00585,Germany,physical_store,pos_terminal,grocery,review,8.85,0,0,not_applicable,,4.0,False,0.0
2026-04-01 20:10:00,C00263,Netherlands,web,android,fashion,view,24.21,0,0,not_applicable,,,False,0.0
2026-04-01 20:20:00,C00514,France,mobile_app,ios,fashion,view,21.74,0,0,not_applicable,,,False,0.0
2026-04-01 20:27:00,C00220,United Kingdom,physical_store,pos_terminal,electronics,add_to_cart,32.37,0,0,not_applicable,,,False,0.0
2026-04-01 20:41:00,C00865,Netherlands,mobile_app,ios,fashion,view,41.49,0,0,not_applicable,,,False,0.0
2026-04-01 20:48:00,C00051,Sweden,physical_store,pos_terminal,sports,review,46.05,0,0,not_applicable,,4.0,False,0.0
2026-04-01 20:58:00,C00742,France,physical_store,pos_terminal,home,review,100.47,0,0,not_applicable,,5.0,False,0.0
2026-04-01 20:59:00,C00173,United Kingdom,mobile_app,android,fashion,purchase,76.85,1,15,paid,119.0,,False,61.85
2026-04-01 21:05:00,C00116,Germany,web,ios,fashion,review,61.31,0,0,not_applicable,,3.0,False,0.0
2026-04-01 21:06:00,C00756,Germany,mobile_app,android,electronics,purchase,199.74,2,10,paid,48.0,,False,389.48
2026-04-01 21:23:00,C00071,Ireland,partner_marketplace,desktop,electronics,review,137.33,0,0,not_applicable,,3.0,False,0.0
2026-04-01 21:56:00,C00931,France,mobile_app,android,grocery,add_to_cart,9.88,0,0,not_applicable,,,False,0.0
2026-04-01 21:57:00,C00276,France,physical_store,,home,purchase,133.22,2,0,paid,64.0,,False,266.44
2026-04-01 21:59:00,C00345,Netherlands,physical_store,pos_terminal,electronics,review,212.05,0,0,not_applicable,,3.0,False,0.0
2026-04-01 22:02:00,C00678,Ireland,mobile_app,desktop,fashion,add_to_cart,29.7,0,0,not_applicable,,,False,0.0
2026-04-01 22:06:00,C00542,United Kingdom,mobile_app,android,electronics,add_to_cart,74.64,0,0,not_applicable,,,False,0.0
2026-04-01 22:07:00,C00439,United Kingdom,physical_store,pos_terminal,fashion,purchase,50.75,2,0,pending,74.0,,True,101.5
2026-04-01 22:18:00,C00559,Germany,mobile_app,android,sports,add_to_cart,36.66,0,0,not_applicable,,,False,0.0
2026-04-01 22:20:00,C00309,United Kingdom,web,android,beauty,review,36.36,0,0,not_applicable,,4.0,False,0.0
2026-04-01 22:22:00,C00568,Sweden,mobile_app,android,fashion,add_to_cart,63.18,0,0,not_applicable,,,False,0.0
2026-04-01 22:47:00,C00167,Netherlands,mobile_app,ios,books,view,12.66,0,0,not_applicable,,,False,0.0
2026-04-01 22:49:00,C00033,Netherlands,web,android,fashion,add_to_cart,31.73,0,0,not_applicable,,,False,0.0
2026-04-01 22:59:00,C00773,Germany,web,ios,grocery,view,11.33,0,0,not_applicable,,,False,0.0
2026-04-01 23:10:00,C00806,Sweden,partner_marketplace,android,fashion,return,68.04,2,0,not_applicable,,,True,136.08
2026-04-01 23:12:00,C00029,Netherlands,web,android,fashion,view,43.62,0,0,not_applicable,,,False,0.0
2026-04-01 23:13:00,C00166,Germany,web,ios,beauty,review,25.36,0,0,not_applicable,,4.0,False,0.0
2026-04-01 23:15:00,C00668,United Kingdom,physical_store,pos_terminal,sports,add_to_cart,95.21,0,0,not_applicable,,,False,0.0
2026-04-01 23:37:00,C00876,United Kingdom,mobile_app,desktop,grocery,purchase,10.07,2,15,paid,59.0,,False,5.14
2026-04-01 23:48:00,C00477,Ireland,physical_store,pos_terminal,beauty,add_to_cart,10.84,0,0,not_applicable,,,False,0.0
2026-04-01 23:54:00,C00330,Netherlands,mobile_app,ios,electronics,review,80.4,0,0,not_applicable,,4.0,False,0.0
2026-04-01 23:58:00,C00302,France,web,ios,home,view,56.69,0,0,not_applicable,,,False,0.0
2026-04-02 00:13:00,C00247,Germany,partner_marketplace,desktop,electronics,purchase,161.69,1,0,paid,98.0,,False,161.69
2026-04-02 00:25:00,C00055,Ireland,physical_store,pos_terminal,fashion,review,36.89,0,0,not_applicable,,3.0,False,0.0
2026-04-02 00:26:00,C00824,Ireland,mobile_app,desktop,books,view,16.88,0,0,not_applicable,,,False,0.0
2026-04-02 00:26:00,C00478,Germany,physical_store,pos_terminal,sports,view,57.88,0,0,not_applicable,,,False,0.0
2026-04-02 00:28:00,C00656,Germany,mobile_app,ios,home,view,77.16,0,0,not_applicable,,,False,0.0
2026-04-02 00:45:00,C00129,United Kingdom,mobile_app,android,beauty,purchase,15.41,2,5,paid,26.0,,False,25.82
2026-04-02 00:49:00,C00683,Germany,physical_store,pos_terminal,electronics,view,80.54,0,0,not_applicable,,,False,0.0
2026-04-02 00:50:00,C00887,United Kingdom,mobile_app,tablet,electronics,purchase,37.79,2,0,paid,74.0,,False,75.58
2026-04-02 01:00:00,C00142,Ireland,physical_store,pos_terminal,beauty,return,23.76,1,0,not_applicable,,,True,23.76
2026-04-02 01:18:00,C00554,Germany,partner_marketplace,desktop,grocery,purchase,8.7,1,20,paid,95.0,,False,0.0
2026-04-02 01:23:00,C00705,France,physical_store,pos_terminal,electronics,purchase,75.56,4,20,failed,91.0,,False,282.24
2026-04-02 01:36:00,C00784,Sweden,web,android,grocery,add_to_cart,12.91,0,0,not_applicable,,,False,0.0
2026-04-02 01:53:00,C00329,United Kingdom,partner_marketplace,android,fashion,view,28.34,0,0,not_applicable,,,False,0.0
2026-04-02 01:56:00,C00590,United Kingdom,mobile_app,ios,electronics,view,70.76,0,0,not_applicable,,,False,0.0
2026-04-02 01:58:00,C00189,United Kingdom,web,ios,fashion,review,85.34,0,0,not_applicable,,2.0,False,0.0
2026-04-02 02:08:00,C00941,Ireland,mobile_app,ios,home,view,112.45,0,0,not_applicable,,,False,0.0
2026-04-02 02:12:00,C00662,Germany,mobile_app,desktop,beauty,add_to_cart,48.59,0,0,not_applicable,,,False,0.0
2026-04-02 02:18:00,C00702,Netherlands,mobile_app,android,sports,view,73.46,0,0,not_applicable,,,False,0.0
2026-04-02 02:18:00,C00327,,web,android,grocery,view,14.07,0,0,not_applicable,,,False,0.0
2026-04-02 02:40:00,C00066,,web,desktop,books,purchase,19.3,1,30,paid,38.0,,False,0.0
2026-04-02 02:40:00,C00747,,partner_marketplace,ios,electronics,purchase,122.66,2,0,paid,71.0,,False,245.32
2026-04-02 02:54:00,C00323,France,web,android,sports,purchase,44.85,2,5,paid,76.0,,False,84.7
2026-04-02 02:57:00,C00632,Germany,web,ios,grocery,purchase,7.52,2,15,paid,35.0,,False,0.04
2026-04-02 03:00:00,C00120,Germany,mobile_app,tablet,beauty,review,16.65,0,0,not_applicable,,2.0,False,0.0
2026-04-02 03:07:00,C00780,Netherlands,mobile_app,ios,books,purchase,11.17,3,0,paid,26.0,,False,33.51
2026-04-02 03:12:00,C00104,Germany,mobile_app,tablet,fashion,review,52.2,0,0,not_applicable,,2.0,False,0.0
2026-04-02 03:13:00,C00153,Ireland,web,android,sports,purchase,51.92,4,5,paid,75.0,,False,202.68
2026-04-02 03:16:00,C00023,Germany,web,ios,grocery,view,6.59,0,0,not_applicable,,,False,0.0
2026-04-02 03:18:00,C00110,Germany,web,ios,books,view,36.48,0,0,not_applicable,,,False,0.0
2026-04-02 03:25:00,C00368,Germany,mobile_app,desktop,grocery,purchase,15.89,1,0,paid,64.0,,False,15.89
2026-04-02 03:41:00,C00773,France,mobile_app,desktop,fashion,view,50.26,0,0,not_applicable,,,False,0.0
2026-04-02 03:57:00,C00682,France,web,ios,fashion,return,21.12,1,0,not_applicable,,,True,21.12
2026-04-02 03:58:00,C00743,Germany,mobile_app,ios,beauty,view,54.48,0,0,not_applicable,,,False,0.0
2026-04-02 04:13:00,C00371,Germany,physical_store,pos_terminal,grocery,purchase,6.48,3,0,failed,21.0,,False,19.44
2026-04-02 04:16:00,C00618,Germany,web,android,sports,view,48.1,0,0,not_applicable,,,False,0.0
2026-04-02 04:23:00,C00239,Sweden,mobile_app,desktop,sports,view,102.45,0,0,not_applicable,,,False,0.0
2026-04-02 04:34:00,C00090,France,mobile_app,desktop,home,view,103.73,0,0,not_applicable,,,False,0.0
2026-04-02 04:56:00,C00455,Sweden,mobile_app,ios,beauty,purchase,36.63,2,0,paid,124.0,,False,73.26
2026-04-02 05:11:00,C00360,Germany,web,android,fashion,purchase,73.0,2,5,failed,34.0,,False,141.0
2026-04-02 05:12:00,C00275,Germany,web,ios,home,purchase,74.61,1,0,paid,27.0,,False,74.61
2026-04-02 05:15:00,C00555,United Kingdom,mobile_app,ios,beauty,view,17.47,0,0,not_applicable,,,False,0.0
2026-04-02 05:26:00,C00174,Ireland,physical_store,pos_terminal,books,purchase,13.74,3,15,paid,15.0,,False,26.22
2026-04-02 05:27:00,C00411,Germany,partner_marketplace,desktop,fashion,return,26.06,2,0,not_applicable,,,True,52.12
2026-04-02 05:29:00,C00492,Germany,mobile_app,ios,books,purchase,21.97,4,10,failed,49.0,,False,77.88
2026-04-02 05:43:00,C00113,Germany,mobile_app,ios,sports,review,71.31,0,0,not_applicable,,1.0,False,0.0
2026-04-02 06:11:00,C00757,Netherlands,web,android,books,purchase,13.46,1,0,paid,21.0,,False,13.46
2026-04-02 06:23:00,C00826,Sweden,physical_store,pos_terminal,grocery,purchase,8.17,1,0,pending,91.0,,False,8.17
2026-04-02 06:29:00,C00903,United Kingdom,partner_marketplace,desktop,sports,view,72.73,0,0,not_applicable,,,False,0.0
2026-04-02 06:45:00,C00062,Germany,web,,home,purchase,79.44,1,0,paid,27.0,,False,79.44
2026-04-02 06:49:00,C00528,Germany,web,desktop,beauty,add_to_cart,14.76,0,0,not_applicable,,,False,0.0
2026-04-02 06:59:00,C00492,Netherlands,physical_store,pos_terminal,fashion,view,46.75,0,0,not_applicable,,,False,0.0
2026-04-02 07:08:00,C00593,France,web,android,fashion,purchase,66.81,1,0,paid,57.0,,False,66.81
2026-04-02 07:21:00,C00440,Sweden,web,android,grocery,purchase,6.74,2,0,paid,83.0,,False,13.48
2026-04-02 07:23:00,C00930,Germany,partner_marketplace,ios,grocery,add_to_cart,21.11,0,0,not_applicable,,,False,0.0
2026-04-02 07:23:00,C00667,Germany,mobile_app,android,fashion,add_to_cart,25.73,0,0,not_applicable,,,False,0.0
2026-04-02 07:26:00,C00135,Netherlands,web,desktop,grocery,review,12.74,0,0,not_applicable,,4.0,False,0.0
2026-04-02 07:26:00,C00619,Ireland,mobile_app,,electronics,review,118.72,0,0,not_applicable,,4.0,False,0.0
2026-04-02 07:32:00,C00173,,web,android,fashion,view,26.5,0,0,not_applicable,,,False,0.0
2026-04-02 07:46:00,C00250,United Kingdom,mobile_app,android,fashion,purchase,97.13,1,5,pending,65.0,,False,92.13
2026-04-02 07:51:00,C00047,Ireland,web,desktop,sports,add_to_cart,26.19,0,0,not_applicable,,,False,0.0
